participant,trial,task,sentence,total_keyword,count_correct,prompt,answer_secondarytask,response_secondarytask,correctness,rt
8202663,1,speech_single,EXP_14_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8202663,2,speech_single,EXP_48_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8202663,3,speech_single,EXP_52_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8202663,4,speech_single,EXP_56_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8202663,5,speech_single,EXP_77_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8202663,6,speech_single,EXP_59_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8202663,7,speech_single,EXP_44_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8202663,8,speech_single,EXP_04_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8202663,9,speech_single,EXP_41_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8202663,10,speech_single,EXP_37_PDM9.mp3,5,4,NA,NA,NA,NA,9999
8202663,11,speech_single,EXP_12_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8202663,12,speech_single,EXP_67_PDM9.mp3,3,1,NA,NA,NA,NA,9999
8202663,13,speech_single,EXP_72_PDM9.mp3,5,4,NA,NA,NA,NA,9999
8202663,14,speech_single,EXP_60_PDM9.mp3,3,1,NA,NA,NA,NA,9999
8202663,15,speech_single,EXP_58_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8202663,16,speech_single,EXP_17_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8202663,17,speech_single,EXP_65_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8202663,18,speech_single,EXP_05_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8202663,19,speech_single,EXP_61_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8202663,20,speech_single,EXP_23_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8202663,21,speech_single,EXP_32_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8202663,22,speech_single,EXP_80_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8202663,23,speech_single,EXP_66_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8202663,24,speech_single,EXP_24_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8202663,25,speech_single,EXP_20_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8202663,26,speech_single,EXP_55_PDM9.mp3,5,4,NA,NA,NA,NA,9999
8202663,27,speech_single,EXP_49_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8202663,28,speech_single,EXP_54_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8202663,29,speech_single,EXP_63_PDM9.mp3,5,5,NA,NA,NA,NA,9999
8202663,30,speech_single,EXP_76_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8202663,31,speech_single,EXP_19_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8202663,32,speech_single,EXP_40_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8202663,33,speech_single,EXP_27_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8202663,34,speech_single,EXP_78_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8202663,35,speech_single,EXP_79_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8202663,36,speech_single,EXP_26_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8202663,37,speech_single,EXP_38_PDM9.mp3,5,2,NA,NA,NA,NA,9999
8202663,38,speech_single,EXP_73_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8202663,39,speech_single,EXP_18_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8202663,40,speech_single,EXP_43_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203234,1,speech_single,EXP_73_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203234,2,speech_single,EXP_38_PDM9.mp3,5,1,NA,NA,NA,NA,9999
8203234,3,speech_single,EXP_80_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203234,4,speech_single,EXP_05_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203234,5,speech_single,EXP_58_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203234,6,speech_single,EXP_23_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203234,7,speech_single,EXP_60_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203234,8,speech_single,EXP_24_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203234,9,speech_single,EXP_78_PDM9.mp3,4,0,NA,NA,NA,NA,9999
8203234,10,speech_single,EXP_12_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203234,11,speech_single,EXP_61_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203234,12,speech_single,EXP_17_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203234,13,speech_single,EXP_77_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203234,14,speech_single,EXP_79_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203234,15,speech_single,EXP_20_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203234,16,speech_single,EXP_32_PDM9.mp3,5,1,NA,NA,NA,NA,9999
8203234,17,speech_single,EXP_44_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203234,18,speech_single,EXP_14_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203234,19,speech_single,EXP_27_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203234,20,speech_single,EXP_41_PDM9.mp3,4,0,NA,NA,NA,NA,9999
8203234,21,speech_single,EXP_37_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203234,22,speech_single,EXP_56_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203234,23,speech_single,EXP_52_PDM9.mp3,4,0,NA,NA,NA,NA,9999
8203234,24,speech_single,EXP_48_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203234,25,speech_single,EXP_63_PDM9.mp3,5,5,NA,NA,NA,NA,9999
8203234,26,speech_single,EXP_26_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203234,27,speech_single,EXP_67_PDM9.mp3,3,1,NA,NA,NA,NA,9999
8203234,28,speech_single,EXP_43_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203234,29,speech_single,EXP_65_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203234,30,speech_single,EXP_04_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203234,31,speech_single,EXP_72_PDM9.mp3,5,5,NA,NA,NA,NA,9999
8203234,32,speech_single,EXP_76_PDM9.mp3,5,0,NA,NA,NA,NA,9999
8203234,33,speech_single,EXP_55_PDM9.mp3,5,4,NA,NA,NA,NA,9999
8203234,34,speech_single,EXP_59_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203234,35,speech_single,EXP_66_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203234,36,speech_single,EXP_18_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203234,37,speech_single,EXP_49_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203234,38,speech_single,EXP_40_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203234,39,speech_single,EXP_19_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203234,40,speech_single,EXP_54_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203393,1,speech_single,EXP_17_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203393,2,speech_single,EXP_58_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203393,3,speech_single,EXP_60_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203393,4,speech_single,EXP_23_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203393,5,speech_single,EXP_55_PDM9.mp3,5,4,NA,NA,NA,NA,9999
8203393,6,speech_single,EXP_72_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203393,7,speech_single,EXP_38_PDM9.mp3,5,2,NA,NA,NA,NA,9999
8203393,8,speech_single,EXP_40_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203393,9,speech_single,EXP_67_PDM9.mp3,3,1,NA,NA,NA,NA,9999
8203393,10,speech_single,EXP_41_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203393,11,speech_single,EXP_76_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203393,12,speech_single,EXP_80_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203393,13,speech_single,EXP_32_PDM9.mp3,5,4,NA,NA,NA,NA,9999
8203393,14,speech_single,EXP_56_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203393,15,speech_single,EXP_12_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203393,16,speech_single,EXP_20_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203393,17,speech_single,EXP_43_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203393,18,speech_single,EXP_54_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203393,19,speech_single,EXP_24_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203393,20,speech_single,EXP_78_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203393,21,speech_single,EXP_63_PDM9.mp3,5,5,NA,NA,NA,NA,9999
8203393,22,speech_single,EXP_49_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203393,23,speech_single,EXP_65_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203393,24,speech_single,EXP_52_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203393,25,speech_single,EXP_77_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203393,26,speech_single,EXP_37_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203393,27,speech_single,EXP_44_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203393,28,speech_single,EXP_27_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203393,29,speech_single,EXP_66_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203393,30,speech_single,EXP_04_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203393,31,speech_single,EXP_73_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203393,32,speech_single,EXP_18_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203393,33,speech_single,EXP_26_PDM9.mp3,3,1,NA,NA,NA,NA,9999
8203393,34,speech_single,EXP_19_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203393,35,speech_single,EXP_05_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203393,36,speech_single,EXP_79_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203393,37,speech_single,EXP_61_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203393,38,speech_single,EXP_14_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203393,39,speech_single,EXP_48_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203393,40,speech_single,EXP_59_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203410,1,speech_single,EXP_43_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203410,2,speech_single,EXP_77_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203410,3,speech_single,EXP_67_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203410,4,speech_single,EXP_26_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203410,5,speech_single,EXP_58_PDM9.mp3,3,1,NA,NA,NA,NA,9999
8203410,6,speech_single,EXP_14_PDM9.mp3,4,0,NA,NA,NA,NA,9999
8203410,7,speech_single,EXP_60_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203410,8,speech_single,EXP_73_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203410,9,speech_single,EXP_80_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203410,10,speech_single,EXP_49_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203410,11,speech_single,EXP_12_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203410,12,speech_single,EXP_78_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203410,13,speech_single,EXP_24_PDM9.mp3,3,1,NA,NA,NA,NA,9999
8203410,14,speech_single,EXP_23_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203410,15,speech_single,EXP_37_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203410,16,speech_single,EXP_66_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203410,17,speech_single,EXP_63_PDM9.mp3,5,4,NA,NA,NA,NA,9999
8203410,18,speech_single,EXP_79_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203410,19,speech_single,EXP_38_PDM9.mp3,5,2,NA,NA,NA,NA,9999
8203410,20,speech_single,EXP_04_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203410,21,speech_single,EXP_55_PDM9.mp3,5,2,NA,NA,NA,NA,9999
8203410,22,speech_single,EXP_18_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203410,23,speech_single,EXP_41_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203410,24,speech_single,EXP_27_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203410,25,speech_single,EXP_32_PDM9.mp3,5,0,NA,NA,NA,NA,9999
8203410,26,speech_single,EXP_52_PDM9.mp3,4,0,NA,NA,NA,NA,9999
8203410,27,speech_single,EXP_61_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203410,28,speech_single,EXP_20_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203410,29,speech_single,EXP_48_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203410,30,speech_single,EXP_65_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203410,31,speech_single,EXP_72_PDM9.mp3,5,4,NA,NA,NA,NA,9999
8203410,32,speech_single,EXP_17_PDM9.mp3,4,0,NA,NA,NA,NA,9999
8203410,33,speech_single,EXP_19_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203410,34,speech_single,EXP_44_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203410,35,speech_single,EXP_76_PDM9.mp3,5,1,NA,NA,NA,NA,9999
8203410,36,speech_single,EXP_59_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203410,37,speech_single,EXP_54_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203410,38,speech_single,EXP_05_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203410,39,speech_single,EXP_56_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203410,40,speech_single,EXP_40_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203777,1,speech_single,EXP_20_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203777,2,speech_single,EXP_49_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203777,3,speech_single,EXP_77_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203777,4,speech_single,EXP_18_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203777,5,speech_single,EXP_76_PDM9.mp3,5,2,NA,NA,NA,NA,9999
8203777,6,speech_single,EXP_55_PDM9.mp3,5,2,NA,NA,NA,NA,9999
8203777,7,speech_single,EXP_12_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203777,8,speech_single,EXP_17_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203777,9,speech_single,EXP_60_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203777,10,speech_single,EXP_32_PDM9.mp3,5,2,NA,NA,NA,NA,9999
8203777,11,speech_single,EXP_27_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203777,12,speech_single,EXP_79_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203777,13,speech_single,EXP_78_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203777,14,speech_single,EXP_67_PDM9.mp3,3,1,NA,NA,NA,NA,9999
8203777,15,speech_single,EXP_54_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203777,16,speech_single,EXP_80_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203777,17,speech_single,EXP_04_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203777,18,speech_single,EXP_23_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203777,19,speech_single,EXP_26_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203777,20,speech_single,EXP_48_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203777,21,speech_single,EXP_38_PDM9.mp3,5,1,NA,NA,NA,NA,9999
8203777,22,speech_single,EXP_65_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203777,23,speech_single,EXP_24_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203777,24,speech_single,EXP_72_PDM9.mp3,5,1,NA,NA,NA,NA,9999
8203777,25,speech_single,EXP_37_PDM9.mp3,5,4,NA,NA,NA,NA,9999
8203777,26,speech_single,EXP_56_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203777,27,speech_single,EXP_66_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203777,28,speech_single,EXP_61_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203777,29,speech_single,EXP_19_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203777,30,speech_single,EXP_52_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203777,31,speech_single,EXP_41_PDM9.mp3,4,0,NA,NA,NA,NA,9999
8203777,32,speech_single,EXP_58_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203777,33,speech_single,EXP_63_PDM9.mp3,5,5,NA,NA,NA,NA,9999
8203777,34,speech_single,EXP_73_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203777,35,speech_single,EXP_05_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203777,36,speech_single,EXP_59_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203777,37,speech_single,EXP_43_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203777,38,speech_single,EXP_40_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203777,39,speech_single,EXP_14_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203777,40,speech_single,EXP_44_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203820,1,speech_single,EXP_60_PDM9.mp3,3,1,NA,NA,NA,NA,9999
8203820,2,speech_single,EXP_56_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203820,3,speech_single,EXP_54_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203820,4,speech_single,EXP_41_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203820,5,speech_single,EXP_12_PDM9.mp3,4,0,NA,NA,NA,NA,9999
8203820,6,speech_single,EXP_18_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203820,7,speech_single,EXP_58_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203820,8,speech_single,EXP_73_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203820,9,speech_single,EXP_48_PDM9.mp3,4,0,NA,NA,NA,NA,9999
8203820,10,speech_single,EXP_32_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203820,11,speech_single,EXP_65_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203820,12,speech_single,EXP_77_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203820,13,speech_single,EXP_55_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203820,14,speech_single,EXP_40_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203820,15,speech_single,EXP_76_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203820,16,speech_single,EXP_05_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203820,17,speech_single,EXP_63_PDM9.mp3,5,4,NA,NA,NA,NA,9999
8203820,18,speech_single,EXP_20_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203820,19,speech_single,EXP_78_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203820,20,speech_single,EXP_23_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203820,21,speech_single,EXP_17_PDM9.mp3,4,0,NA,NA,NA,NA,9999
8203820,22,speech_single,EXP_79_PDM9.mp3,3,0,NA,NA,NA,NA,9999
8203820,23,speech_single,EXP_67_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203820,24,speech_single,EXP_44_PDM9.mp3,4,4,NA,NA,NA,NA,9999
8203820,25,speech_single,EXP_61_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203820,26,speech_single,EXP_27_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203820,27,speech_single,EXP_14_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203820,28,speech_single,EXP_19_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203820,29,speech_single,EXP_26_PDM9.mp3,3,1,NA,NA,NA,NA,9999
8203820,30,speech_single,EXP_59_PDM9.mp3,5,0,NA,NA,NA,NA,9999
8203820,31,speech_single,EXP_38_PDM9.mp3,5,0,NA,NA,NA,NA,9999
8203820,32,speech_single,EXP_66_PDM9.mp3,4,2,NA,NA,NA,NA,9999
8203820,33,speech_single,EXP_52_PDM9.mp3,4,0,NA,NA,NA,NA,9999
8203820,34,speech_single,EXP_24_PDM9.mp3,3,2,NA,NA,NA,NA,9999
8203820,35,speech_single,EXP_49_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8203820,36,speech_single,EXP_37_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203820,37,speech_single,EXP_72_PDM9.mp3,5,3,NA,NA,NA,NA,9999
8203820,38,speech_single,EXP_43_PDM9.mp3,3,3,NA,NA,NA,NA,9999
8203820,39,speech_single,EXP_80_PDM9.mp3,4,1,NA,NA,NA,NA,9999
8203820,40,speech_single,EXP_04_PDM9.mp3,4,3,NA,NA,NA,NA,9999
8204882,1,phonological,EXP_18_PDM9.mp3,4,3,dolphin,Yes,Yes,1,1862.2
8204882,2,phonological,EXP_20_PDM9.mp3,4,1,lipstick,Yes,Yes,1,563.2
8204882,3,phonological,EXP_80_PDM9.mp3,4,4,leopard,Yes,Yes,1,501.4
8204882,4,phonological,EXP_49_PDM9.mp3,4,4,statue,Yes,Yes,1,572.8000001
8204882,5,phonological,EXP_24_PDM9.mp3,3,1,turbine,Yes,No,0,1017.3
8204882,6,phonological,EXP_58_PDM9.mp3,3,2,pyjamas,No,Yes,0,623
8204882,7,phonological,EXP_38_PDM9.mp3,5,1,jellyfish,No,Yes,0,1534.3
8204882,8,phonological,EXP_77_PDM9.mp3,3,3,antelope,No,Yes,0,1238.3
8204882,9,phonological,EXP_73_PDM9.mp3,3,3,lighthouse,Yes,Yes,1,490.8000001
8204882,10,phonological,EXP_41_PDM9.mp3,4,0,chimpanzee,No,Yes,0,1153.4
8204882,11,phonological,EXP_54_PDM9.mp3,3,2,reindeer,Yes,Yes,1,571.9
8204882,12,phonological,EXP_40_PDM9.mp3,4,3,motorbike,No,Yes,0,371.9
8204882,13,phonological,EXP_59_PDM9.mp3,5,3,tortoise,Yes,No,0,370.3000001
8204882,14,phonological,EXP_79_PDM9.mp3,3,3,woodpecker,No,Yes,0,526.1
8204882,15,phonological,EXP_60_PDM9.mp3,3,1,sunglasses,No,Yes,0,329.6
8204882,16,phonological,EXP_26_PDM9.mp3,3,3,hedgehog,Yes,Yes,1,532.7
8204882,17,phonological,EXP_14_PDM9.mp3,4,3,lizard,Yes,Yes,1,440
8204882,18,phonological,EXP_66_PDM9.mp3,4,3,octopus,No,Yes,0,611
8204882,19,phonological,EXP_43_PDM9.mp3,3,2,giraffe,Yes,Yes,1,430
8204882,20,phonological,EXP_76_PDM9.mp3,5,2,headphones,Yes,Yes,1,475
8204882,21,phonological,EXP_72_PDM9.mp3,5,4,kangaroo,No,No,1,411
8204882,22,phonological,EXP_56_PDM9.mp3,4,3,penguin,Yes,Yes,1,372.1
8204882,23,phonological,EXP_27_PDM9.mp3,3,3,microphone,No,Yes,0,943.8
8204882,24,phonological,EXP_05_PDM9.mp3,3,3,basketball,No,Yes,0,584.1999999
8204882,25,phonological,EXP_04_PDM9.mp3,4,3,hamster,Yes,Yes,1,531.3000001
8204882,26,phonological,EXP_17_PDM9.mp3,4,4,container,No,timeout,0,3001.1
8204882,27,phonological,EXP_37_PDM9.mp3,5,3,cockerel,No,No,1,839
8204882,28,phonological,EXP_55_PDM9.mp3,5,4,scissors,Yes,Yes,1,697.5
8204882,29,phonological,EXP_23_PDM9.mp3,4,4,cupboard,Yes,Yes,1,499.8
8204882,30,phonological,EXP_48_PDM9.mp3,4,3,detector,No,Yes,0,431.1
8204882,31,phonological,EXP_52_PDM9.mp3,4,0,camera,No,No,1,549.2
8204882,32,phonological,EXP_65_PDM9.mp3,4,1,dragonfly,No,No,1,599.1
8204882,33,phonological,EXP_78_PDM9.mp3,4,3,trampoline,No,No,1,519.8
8204882,34,phonological,EXP_19_PDM9.mp3,3,3,mosquito,No,No,1,485.4
8204882,35,phonological,EXP_12_PDM9.mp3,4,2,boiler,Yes,Yes,1,476.6
8204882,36,phonological,EXP_63_PDM9.mp3,5,5,ladybird,No,No,1,460.1
8204882,37,phonological,EXP_44_PDM9.mp3,4,4,guitar,Yes,Yes,1,450.1999999
8204882,38,phonological,EXP_67_PDM9.mp3,3,1,slipper,Yes,Yes,1,542.1
8204882,39,phonological,EXP_61_PDM9.mp3,3,3,rhino,Yes,Yes,1,442.0999999
8204882,40,phonological,EXP_32_PDM9.mp3,5,3,computer,No,No,1,531.5
8206174,1,phonological,EXP_14_PDM9.mp3,4,3,lizard,Yes,Yes,1,640.6
8206174,2,phonological,EXP_43_PDM9.mp3,3,3,giraffe,Yes,Yes,1,620
8206174,3,phonological,EXP_77_PDM9.mp3,3,3,antelope,No,No,1,425.8
8206174,4,phonological,EXP_78_PDM9.mp3,4,2,trampoline,No,Yes,0,507.8
8206174,5,phonological,EXP_48_PDM9.mp3,4,3,detector,No,Yes,0,495.9
8206174,6,phonological,EXP_32_PDM9.mp3,5,2,computer,No,No,1,346.7
8206174,7,phonological,EXP_52_PDM9.mp3,4,1,camera,No,Yes,0,1044.8
8206174,8,phonological,EXP_24_PDM9.mp3,3,2,turbine,Yes,Yes,1,401.7
8206174,9,phonological,EXP_63_PDM9.mp3,5,5,ladybird,No,No,1,415.3
8206174,10,phonological,EXP_65_PDM9.mp3,4,3,dragonfly,No,No,1,377
8206174,11,phonological,EXP_44_PDM9.mp3,4,4,guitar,Yes,Yes,1,515.1
8206174,12,phonological,EXP_17_PDM9.mp3,4,3,container,No,No,1,461.8
8206174,13,phonological,EXP_37_PDM9.mp3,5,2,cockerel,No,Yes,0,337.2
8206174,14,phonological,EXP_72_PDM9.mp3,5,5,kangaroo,No,No,1,415.7
8206174,15,phonological,EXP_41_PDM9.mp3,4,0,chimpanzee,No,No,1,386
8206174,16,phonological,EXP_55_PDM9.mp3,5,4,scissors,Yes,Yes,1,656.9
8206174,17,phonological,EXP_40_PDM9.mp3,4,4,motorbike,No,No,1,359
8206174,18,phonological,EXP_67_PDM9.mp3,3,2,slipper,Yes,Yes,1,432.7
8206174,19,phonological,EXP_66_PDM9.mp3,4,4,octopus,No,No,1,380.4
8206174,20,phonological,EXP_38_PDM9.mp3,5,1,jellyfish,No,No,1,455.5
8206174,21,phonological,EXP_49_PDM9.mp3,4,4,statue,Yes,Yes,1,401.1
8206174,22,phonological,EXP_04_PDM9.mp3,4,3,hamster,Yes,Yes,1,374.8
8206174,23,phonological,EXP_26_PDM9.mp3,3,3,hedgehog,Yes,Yes,1,448.7
8206174,24,phonological,EXP_27_PDM9.mp3,3,3,microphone,No,No,1,516
8206174,25,phonological,EXP_80_PDM9.mp3,4,4,leopard,Yes,Yes,1,608.2
8206174,26,phonological,EXP_60_PDM9.mp3,3,2,sunglasses,No,No,1,266.8
8206174,27,phonological,EXP_12_PDM9.mp3,4,2,boiler,Yes,Yes,1,507.8
8206174,28,phonological,EXP_05_PDM9.mp3,3,3,basketball,No,No,1,406.2
